# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 596         Eemnes      
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  596,19980804,   71,    0
  596,19980805,    0,    0
  596,19980806,    0,    0
  596,19980807,    0,    0
  596,19980808,    0,    0
  596,19980809,    0,    0
  596,19980810,    0,    0
  596,19980811,    0,    0
  596,19980812,    0,    0
  596,19980813,    0,    0
  596,19980814,    0,    0
  596,19980815,    0,    0
  596,19980816,    0,    0
  596,19980817,    0,    0
  596,19980818,    4,    0
  596,19980819,    0,    0
  596,19980820,    0,    0
  596,19980821,   81,    0
  596,19980822,   76,    0
  596,19980823,    4,    0
  596,19980824,  225,    0
  596,19980825,    3,    0
  596,19980826,   23,    0
  596,19980827,  176,    0
  596,19980828,    9,    0
  596,19980829,    0,    0
  596,19980830,   24,    0
  596,19980831,    0,    0
  596,19980901,    0,    0
  596,19980902,   63,    0
  596,19980903,   28,    0
  596,19980904,  145,    0
  596,19980905,   65,    0
  596,19980906,   55,    0
  596,19980907,   15,    0
  596,19980908,   14,    0
  596,19980909,   48,    0
  596,19980910,   21,    0
  596,19980911,   10,    0
  596,19980912,   59,    0
  596,19980913,   44,    0
  596,19980914,   70,    0
  596,19980915,  366,    0
  596,19980916,   58,    0
  596,19980917,  122,    0
  596,19980918,    7,    0
  596,19980919,   52,    0
  596,19980920,    0,    0
  596,19980921,    0,    0
  596,19980922,    0,    0
  596,19980923,    0,    0
  596,19980924,    0,    0
  596,19980925,    0,    0
  596,19980926,    0,    0
  596,19980927,    5,    0
  596,19980928,    0,    0
  596,19980929,    0,    0
  596,19980930,    0,    0
  596,19981001,   23,    0
  596,19981002,    2,    0
  596,19981003,    0,    0
  596,19981004,   28,    0
  596,19981005,    2,    0
  596,19981006,   12,    0
  596,19981007,   36,    0
  596,19981008,  153,    0
  596,19981009,   30,    0
  596,19981010,   54,    0
  596,19981011,   56,    0
  596,19981012,   98,    0
  596,19981013,    7,    0
  596,19981014,   32,    0
  596,19981015,   33,    0
  596,19981016,    4,    0
  596,19981017,    0,    0
  596,19981018,  124,    0
  596,19981019,    1,    0
  596,19981020,   32,    0
  596,19981021,    7,    0
  596,19981022,   38,    0
  596,19981023,   28,    0
  596,19981024,   48,    0
  596,19981025,  276,    0
  596,19981026,   25,    0
  596,19981027,  123,    0
  596,19981028,  372,    0
  596,19981029,   38,    0
  596,19981030,  110,    0
  596,19981031,   37,    0
  596,19981101,  147,    0
  596,19981102,   19,    0
